Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,Dept,Class,Fine,Classpath,Product Name,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,ATTRIBUTE_LABEL_1,ATTRIBUTE_LABEL_2,ATTRIBUTE_LABEL_3,ATTRIBUTE_LABEL_4,ATTRIBUTE_LABEL_5,ATTRIBUTE_LABEL_6,ATTRIBUTE_LABEL_7,ATTRIBUTE_LABEL_8,ATTRIBUTE_LABEL_9,ATTRIBUTE_LABEL_10,ATTRIBUTE_VALUE_1,ATTRIBUTE_VALUE_2,ATTRIBUTE_VALUE_3,ATTRIBUTE_VALUE_4,ATTRIBUTE_VALUE_5,ATTRIBUTE_VALUE_6,ATTRIBUTE_VALUE_7,ATTRIBUTE_VALUE_8,ATTRIBUTE_VALUE_9,ATTRIBUTE_VALUE_10,ATTRIBUTE_UOM_1,ATTRIBUTE_UOM_2,ATTRIBUTE_UOM_3,ATTRIBUTE_UOM_4,ATTRIBUTE_UOM_5,ATTRIBUTE_UOM_6,ATTRIBUTE_UOM_7,ATTRIBUTE_UOM_8,ATTRIBUTE_UOM_9,ATTRIBUTE_UOM_10,_classification_confidence,_classification_method,_brand_resolution_method,_enriched,_enrichment_source,_source_tier,_exact_mpn_verified,_enrichment_error,_invoice_desc_ok,_mobile_desc_ok
DCF964B,"DCF964B Dewalt 20V 3/4"" Impact - Wrench (Bare)",-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),Stanley Black & Decker,DEWALT,DCF964B,Tools & Equipment,Power Tools,Power Fastening Tools,Tools & Equipment>Power Tools>Power Fastening Tools>Power Wrenches & Ratchets>Cordless Impact Wrenches,Cordless High Torque Impact Wrench,"Stanley Black & Decker DEWALT, Cordless High Torque Impact Wrench, DCF964B",CDLS HIGH TORQUE IMPCT WRENCH,DEWALT® DCF964B Cordless High Torque Impact Wrench,DEWALT® Cordless High Torque Impact Wrench,Cordless High Torque Impact Wrench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,mpn_prefix,False,https://www.dewalt.com/product/dcf964b/,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199208, Requested 2304. Please try again in 10m53.184s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
3052-20,"3052-20 Milw M12 Fuel 1/4"" Rachet",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,3052-20,Tools & Equipment,Power Tools,Power Fastening Tools,Tools & Equipment>Power Tools>Power Fastening Tools>Power Wrenches & Ratchets>Cordless Ratchet Wrenches,Ratchet,"Milwaukee Tool, Ratchet, 3052-20",RATCHET,Milwaukee® 3052-20 Ratchet,Milwaukee® Ratchet,Ratchet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.milwaukeetool.com/Products/3052-20,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199190, Requested 2272. Please try again in 10m31.584s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
DCS785B,"DCS785B Dewalt 20V Miter Saw - Kit 12"" Double Bevel Sliding",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585),Stanley Black & Decker,DeWALT®,DCS785B,Tools & Equipment,Power Tools,Power Saws,Tools & Equipment>Power Tools>Power Saws>Miter Saws>Cordless Miter Saws,Double Bevel Fixed Miter Saw,"Stanley Black & Decker DeWALT, Double Bevel Fixed Miter Saw, DCS785B",DOUBLE BEVEL FIXED MITER SAW,DeWALT® DCS785B Double Bevel Fixed Miter Saw,DeWALT® Double Bevel Fixed Miter Saw,Double Bevel Fixed Miter Saw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,mpn_prefix,False,https://www.dewalt.com/product/dcs785b/,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199181, Requested 2836. Please try again in 14m31.344s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
3054-20,"3054-20 Milw M12 1/2"" Ratchet (Bare)",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,3054-20,Tools & Equipment,Power Tools,Power Fastening Tools,Tools & Equipment>Power Tools>Power Fastening Tools>Power Wrenches & Ratchets>Cordless Ratchet Wrenches,Ratchet,"Milwaukee Tool, Ratchet, 3054-20",RATCHET,Milwaukee® 3054-20 Ratchet,Milwaukee® Ratchet,Ratchet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.milwaukeetool.com/Products/3054-20,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199164, Requested 2277. Please try again in 10m22.512s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
DCF809D1,"DCF809D1 Dewalt Atomic 20V 1/4"" Impact Driver Kit",-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),Stanley Black & Decker,DEWALT,DCF809D1,Tools & Equipment,Power Tools,Power Fastening Tools,Tools & Equipment>Power Tools>Power Fastening Tools>Power Wrenches & Ratchets>Cordless Impact Drivers,Cordless High Torque Impact Driver,"Stanley Black & Decker DEWALT, Cordless High Torque Impact Driver, DCF809D1",CDLS HIGH TORQUE IMPCT DRVR,DEWALT® DCF809D1 Cordless High Torque Impact Driver,DEWALT® Cordless High Torque Impact Driver,Cordless High Torque Impact Driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,mpn_prefix,False,https://www.dewalt.com/product/dcf809d1/,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199155, Requested 2714. Please try again in 13m27.407999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
49-93-9210,"49-93-9210 Milw 10"" Diamond - Tile Blade",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,49-93-9210,Tools & Equipment,Power Tools,Power Saw Blades,Tools & Equipment>Power Tools>Power Saw Blades>Diamond Saw Blades,Tile Diamond Blade,"Milwaukee Tool, Tile Diamond Blade, 49-93-9210",TILE DIAMOND BLADE,Milwaukee® 49-93-9210 Tile Diamond Blade,Milwaukee® Tile Diamond Blade,Tile Diamond Blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.milwaukeetool.com/Products/49-93-9210,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199136, Requested 1960. Please try again in 7m53.472s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
0887-20,0887-20 Milw M18 Brushless Precision Blower,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,0887-20,Tools & Equipment,Power Tools,Cordless Tools,Tools & Equipment>Power Tools>Cordless Tools>Cordless Blowers,Brushless Precision Blower,"Milwaukee Tool, Brushless Precision Blower, 0887-20",BSHLS PRECISION BLOWER,Milwaukee® 0887-20 Brushless Precision Blower,Milwaukee® Brushless Precision Blower,Brushless Precision Blower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.milwaukeetool.com/Products/0887-20,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199118, Requested 3245. Please try again in 17m0.816s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
DCF961B,"Dewalt DCF961B 20V 1/2"" Impact - Bare Tool",-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),Stanley Black & Decker,DEWALT,DCF961B,Tools & Equipment,Power Tools,Power Fastening Tools,Tools & Equipment>Power Tools>Power Fastening Tools>Power Wrenches & Ratchets>Cordless Impact Wrenches,Cordless High Torque Impact Wrench,"Stanley Black & Decker DEWALT, Cordless High Torque Impact Wrench, DCF961B",CDLS HIGH TORQUE IMPCT WRENCH,DEWALT® DCF961B Cordless High Torque Impact Wrench,DEWALT® Cordless High Torque Impact Wrench,Cordless High Torque Impact Wrench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,mpn_prefix,False,https://www.dewalt.com/product/dcf961b/,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199109, Requested 3121. Please try again in 16m3.36s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
DCB205C,DCB205C 20V Starter Kit,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),Stanley Black & Decker,DEWALT,DCB205C,Tools & Equipment,Power Tools,Power Tool Accessories,Tools & Equipment>Power Tools>Power Tool Accessories>Cordless Tool Batteries,Battery,"Stanley Black & Decker DEWALT, Battery, DCB205C, 20 V, 20 V, 18 V",BATT 20V 20V 18V 5.0AH,"DEWALT® DCB205C Battery, 20 V, 20 V, 18 V, 5.0 Ah","DEWALT® Battery, Voltage 20 V, Maximum Initial Battery Voltage 20 V, Nominal Voltage 18 V, Battery Capacity 5.0 Ah, Product Type Battery With Charger, Cordless Or Corded Corded, Power Source Cordless, Tool Only No, State Of Charge Indicator Yes, Compatibility All 20V MAX* Tools, Warranty 3 Year Limited Warranty","Battery, 20 V, 20 V, 18 V",Product Type,Voltage,Cordless or Corded,Power Source,Tool Only,Battery Capacity,State of charge indicator,Compatibility,Warranty,Maximum initial battery voltage,Battery With Charger,20,Corded,Cordless,No,5.0,Yes,All 20V MAX* tools,3 Year Limited Warranty,20,,V,,,,Ah,,,,V,high,rule,mpn_prefix,True,https://www.dewalt.com/product/dcb205c/,manufacturer,True,,True,True
49-93-9207,"49-93-9207 Milw 7"" Diamond - Tile Blade",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,49-93-9207,Tools & Equipment,Power Tools,Power Saw Blades,Tools & Equipment>Power Tools>Power Saw Blades>Diamond Saw Blades,Tile Diamond Blade,"Milwaukee Tool, Tile Diamond Blade, 49-93-9207",TILE DIAMOND BLADE,Milwaukee® 49-93-9207 Tile Diamond Blade,Milwaukee® Tile Diamond Blade,Tile Diamond Blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.milwaukeetool.com/Products/49-93-9207,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199086, Requested 1960. Please try again in 7m31.872s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
S3702,S3702 40W Incan Med 27K,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573),"Satco Products, Inc",Satco,S3702,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Satco Products, Inc, Product, S3702",PRODUCT,Satco® S3702 Product,Satco® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199084, Requested 2968. Please try again in 14m46.464s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://www.satco.com/products/S3702,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199078, Requested 2524. Please try again in 11m32.064s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
XTS02Z,"XTS02Z Makita 18V 1/4"" Narrow Crown Stapler 18GA",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),Makita,Makita®,XTS02Z,Tools & Equipment,Power Tools,Power Fastening Tools,Tools & Equipment>Power Tools>Power Fastening Tools>Power Staplers & Riveters>Cordless Staplers,Brushless Cordless Stapler,"Makita, Brushless Cordless Stapler, XTS02Z",BSHLS CDLS STAPLER,Makita® XTS02Z Brushless Cordless Stapler,Makita® Brushless Cordless Stapler,Brushless Cordless Stapler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.makitatools.com/products/details/XTS02Z,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199066, Requested 2051. Please try again in 8m2.544s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
DV2000WE,DV2000WE SQ Elect Dryer Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Alliance Laundry Systems LLC,Speed Queen®,DV2000WE,Appliances & Consumer Electronics,Laundry Appliances,Electric Dryers,Appliances & Consumer Electronics>Laundry Appliances>Electric Dryers,Electric Dryer,"Alliance Laundry Systems LLC Speed Queen, Electric Dryer, DV2000WE",ELECTRIC DRYER FLU,"Speed Queen® DV2000WE Electric Dryer, Three-year, Five-year, Seven-year, 10,400 Cycles, Roughly 25 Years, Eight To 10 Cycles Per Day","Speed Queen® Electric Dryer, Warranty Length Three-year, Five-year, Seven-year, Test Cycles Durability 10,400 Cycles, Estimated Lifespan Roughly 25 Years, Typical Daily Cycles Eight To 10 Cycles Per Day, Electronic Controls Test One Million Depressions, Material - Balance Rings Fluid-filled, Material - Springs Heavy-duty, Material - Base Solid-steel, Preset Cycles (front Load Washer) Nine, Over-Dry Protection Yes, Steam Feature Yes, Sanitize Cycle (dryer) Yes","Electric Dryer, Three-year, Five-year, Seven-year, 10,400 Cycles, Roughly 25 Years",Warranty length,Test cycles durability,Estimated lifespan,Typical daily cycles,Electronic controls test,Material - balance rings,Material - springs,Material - base,Preset cycles (front load washer),Over-Dry Protection,"three-year, five-year, seven-year","10,400 cycles",roughly 25 years,Eight to 10 cycles per day,one million depressions,fluid-filled,heavy-duty,solid-steel,nine,Yes,,,,,,,,,,,high,rule,mpn_prefix,True,https://speedqueen.com/speed-queen-difference,manufacturer,False,,True,True
65-1211,65-1211 4' Led Wrap Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),"Satco Products, Inc",NUVO® by SATCO,65-1211,Electrical,Lamps & Lightings,Indoor Lighting,Electrical>Lamps & Lightings>Indoor Lighting>Wraparound Lights,Wrap Fixture,"Satco Products, Inc NUVO by SATCO, Wrap Fixture, 65-1211",WRAP FIXTURE,NUVO® by SATCO® 65-1211 Wrap Fixture,NUVO® By SATCO® Wrap Fixture,Wrap Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,mpn_prefix,False,https://www.satco.com/products/65-1211,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199034, Requested 2651. Please try again in 12m7.92s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
65-572R1,65572 Satco 2x4 Led Flat Panel,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),"Satco Products, Inc",NUVO® by SATCO,65-572R1,Electrical,Lamps & Lightings,Indoor Lighting,Electrical>Lamps & Lightings>Indoor Lighting>Panel & Troffer Light Fixtures,Backlit Flat Panel,"Satco Products, Inc NUVO by SATCO, Backlit Flat Panel, 65-572R1",BACKLIT FLAT PANEL,NUVO® by SATCO® 65-572R1 Backlit Flat Panel,NUVO® By SATCO® Backlit Flat Panel,Backlit Flat Panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,mpn_prefix,False,https://www.satco.com/products/65-572R1,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199026, Requested 2792. Please try again in 13m5.376s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
62-1777,"62-1777 15"" Ceiling Lt Wh",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),"Satco Products, Inc",NUVO® by SATCO,62-1777,Electrical,Lamps & Lightings,Indoor Lighting,Electrical>Lamps & Lightings>Indoor Lighting>Indoor Ceiling Fixtures,Fixture,"Satco Products, Inc NUVO by SATCO, Fixture, 62-1777",FIXTURE,NUVO® by SATCO® 62-1777 Fixture,NUVO® By SATCO® Fixture,Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,mpn_prefix,False,https://www.satco.com/products/62-1777,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199019, Requested 2715. Please try again in 12m29.088s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
65-1210,65-1210 2' LED Wrap Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),"Satco Products, Inc",NUVO® by SATCO,65-1210,Electrical,Lamps & Lightings,Indoor Lighting,Electrical>Lamps & Lightings>Indoor Lighting>Wraparound Lights,Wrap Fixture,"Satco Products, Inc NUVO by SATCO, Wrap Fixture, 65-1210",WRAP FIXTURE,NUVO® by SATCO® 65-1210 Wrap Fixture,NUVO® By SATCO® Wrap Fixture,Wrap Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,mpn_prefix,False,https://www.satco.com/products/65-1210,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199012, Requested 2651. Please try again in 11m58.416s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
R00-GFNT1-00K,R00GFNT100K 15A Outlet Br,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),Leviton,Leviton,R00-GFNT1-00K,Electrical,Wiring Devices,GFCI & AFCI Devices,Electrical>Wiring Devices>GFCI & AFCI Devices>GFCI & AFCI Receptacles,GFCI Outlet,"Leviton, GFCI Outlet, R00-GFNT1-00K",GFCI OUTLET,Leviton® R00-GFNT1-00K GFCI Outlet,Leviton® GFCI Outlet,GFCI Outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,brand_hint,False,https://leviton.com/products/R00-GFNT1-00K,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199007, Requested 5728. Please try again in 34m5.52s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
XVP01Z,"XVP01Z Makita 18V 3"" Polisher/ 2"" Sander",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),Makita,Makita®,XVP01Z,Tools & Equipment,Power Tools,Power Finishing Tools,Tools & Equipment>Power Tools>Power Finishing Tools>Power Buffers & Polishers>Cordless Buffers & Polishers,Brushless Cordless Sander,"Makita, Brushless Cordless Sander, XVP01Z, Power Tool",BSHLS CDLS SNDR,Makita® XVP01Z Brushless Cordless Sander,Makita® Brushless Cordless Sander,Brushless Cordless Sander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.makitatools.com/products/details/XVP01Z,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198995, Requested 2089. Please try again in 7m48.288s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
R62-GFTA1-0KW,R92GFTA10KW 15A GFCI Outlet Wh,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),Leviton,Leviton,R62-GFTA1-0KW,Electrical,Wiring Devices,GFCI & AFCI Devices,Electrical>Wiring Devices>GFCI & AFCI Devices>GFCI & AFCI Receptacles,GFCI Outlet,"Leviton, GFCI Outlet, R62-GFTA1-0KW",GFCI OUTLET,Leviton® R62-GFTA1-0KW GFCI Outlet,Leviton® GFCI Outlet,GFCI Outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,brand_hint,False,https://leviton.com/products/R62-GFTA1-0KW,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198990, Requested 5727. Please try again in 33m57.744s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
S4724,S4724 4W Incan Cand 27K 4pk,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573),"Satco Products, Inc",Satco,S4724,Electrical,Lamps & Lightings,Light Bulbs,Electrical>Lamps & Lightings>Light Bulbs>Incandescent Light Bulbs,Incandescent Light Bulb,"Satco Products, Inc, Incandescent Light Bulb, S4724, LED Lighting",INCANDESCENT LIGHT BULB,Satco® S4724 Incandescent Light Bulb,Satco® Incandescent Light Bulb,Incandescent Light Bulb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,brand_hint,False,https://www.satco.com/products/S4724,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198983, Requested 2534. Please try again in 10m55.343999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
S3496,S3496 300W Halogen T3 Bulb,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573),"Satco Products, Inc",Satco,S3496,Electrical,Lamps & Lightings,Light Bulbs,Electrical>Lamps & Lightings>Light Bulbs>Halogen Light Bulbs,Halogen Light Bulb,"Satco Products, Inc, Halogen Light Bulb, S3496, LED Lighting",HALOGEN LIGHT BULB,Satco® S3496 Halogen Light Bulb,Satco® Halogen Light Bulb,Halogen Light Bulb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,brand_hint,False,https://www.satco.com/products/S3496,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198976, Requested 2562. Please try again in 11m4.416s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
S21363,S21363 8W Led Edison ST19 27K,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),"Satco Products, Inc",SATCO®,S21363,Electrical,Lamps & Lightings,Light Bulbs,Electrical>Lamps & Lightings>Light Bulbs>LED Light Bulbs,LED Filament Bulb,"Satco Products, Inc, LED Filament Bulb, S21363, LED Lighting",LED FILAMENT BULB,SATCO® S21363 LED Filament Bulb,SATCO® LED Filament Bulb,LED Filament Bulb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.satco.com/products/S21363,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198969, Requested 3487. Please try again in 17m40.992s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
DCF510B,Dewalt DCF510B 20V Rachet - Interchangeable Anvil,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),Stanley Black & Decker,DEWALT,DCF510B,Tools & Equipment,Power Tools,Power Fastening Tools,Tools & Equipment>Power Tools>Power Fastening Tools>Power Wrenches & Ratchets>Cordless Ratchet Wrenches,Ratchet,"Stanley Black & Decker DEWALT, Ratchet, DCF510B",RATCHET,DEWALT® DCF510B Ratchet,DEWALT® Ratchet,Ratchet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,mpn_prefix,False,https://www.dewalt.com/product/dcf510b/,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198960, Requested 2487. Please try again in 10m25.104s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
DCLE34520GB,DCLE34520GB Dewalt Laser 20V - Cross Line 5 Spot (Bare),-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),Stanley Black & Decker,DEWALT,DCLE34520GB,Test & Measurement,Measuring & Layout Tools,Levels,Test & Measurement>Measuring & Layout Tools>Levels>Rotary & Straight Line Laser Levels,Cross Line Laser Level,"Stanley Black & Decker DEWALT, Cross Line Laser Level, DCLE34520GB",CROSS LINE LASER LEVEL,DEWALT® DCLE34520GB Cross Line Laser Level,DEWALT® Cross Line Laser Level,Cross Line Laser Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,brand_hint,False,https://www.dewalt.com/product/dcle34520gb/,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198954, Requested 2339. Please try again in 9m18.576s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
