Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,Dept,Class,Fine,Classpath,Product Name,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,ATTRIBUTE_LABEL_1,ATTRIBUTE_LABEL_2,ATTRIBUTE_LABEL_3,ATTRIBUTE_LABEL_4,ATTRIBUTE_LABEL_5,ATTRIBUTE_LABEL_6,ATTRIBUTE_LABEL_7,ATTRIBUTE_LABEL_8,ATTRIBUTE_LABEL_9,ATTRIBUTE_LABEL_10,ATTRIBUTE_VALUE_1,ATTRIBUTE_VALUE_2,ATTRIBUTE_VALUE_3,ATTRIBUTE_VALUE_4,ATTRIBUTE_VALUE_5,ATTRIBUTE_VALUE_6,ATTRIBUTE_VALUE_7,ATTRIBUTE_VALUE_8,ATTRIBUTE_VALUE_9,ATTRIBUTE_VALUE_10,ATTRIBUTE_UOM_1,ATTRIBUTE_UOM_2,ATTRIBUTE_UOM_3,ATTRIBUTE_UOM_4,ATTRIBUTE_UOM_5,ATTRIBUTE_UOM_6,ATTRIBUTE_UOM_7,ATTRIBUTE_UOM_8,ATTRIBUTE_UOM_9,ATTRIBUTE_UOM_10,_classification_confidence,_classification_method,_brand_resolution_method,_enriched,_enrichment_source,_source_tier,_exact_mpn_verified,_enrichment_error,_invoice_desc_ok,_mobile_desc_ok
AGB15520EW,1x6-20' English Walnut Grooved - Vintage Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),TimberTech,TIMBERTECH,AGB15520EW,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"TimberTech, Product, AGB15520EW",PRODUCT,TIMBERTECH® AGB15520EW Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199959, Requested 2976. Please try again in 21m7.92s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://buy.advantagelumber.com/products/timber-tech-advanced-pvc-decking-by-azek-porch-collection-english-walnut,retailer,,"LLM 429 quota-exhausted: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199947, Requested 4524. Please try again in 32m11.472s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
AGB15512MH,1x6-12' Mahogany Grooved - Vintage Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),TimberTech,TIMBERTECH,AGB15512MH,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"TimberTech, Product, AGB15512MH",PRODUCT,TIMBERTECH® AGB15512MH Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199947, Requested 2976. Please try again in 21m2.735999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://builderswarehouse.com/timbertech-agb15512mh-azek-vintage-composite-deck-board-polymer-flame-spread-grooved-55x12-mahogany-1pc.html,retailer,,Stage2 rejected all candidates: scrape-fail:403 Client Error: Forbidden for url: htt; scrape-fail:Could not extract main content (page may; scrape-fail:Could not extract main content (page may,True,False
AGB15516MH,1x6-16' Mahogany Grooved - Vintage Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),TimberTech,TIMBERTECH,AGB15516MH,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"TimberTech, Product, AGB15516MH",PRODUCT,TIMBERTECH® AGB15516MH Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199872, Requested 2976. Please try again in 20m30.336s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://www.chinooklumber.com/azek-vintage-collection-mahogany-decking-grooved-1-x5-1-2-16-agb15516mh.html,retailer,,Stage2 rejected all candidates: scrape-fail:403 Client Error: Forbidden for url: htt; scrape-fail:403 Client Error: Forbidden for url: htt; scrape-fail:Could not extract main content (page may,True,False
AGB15520MH,1x6-20' Mahogany Grooved - Vintage Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),TimberTech,TIMBERTECH,AGB15520MH,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"TimberTech, Product, AGB15520MH",PRODUCT,TIMBERTECH® AGB15520MH Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199796, Requested 2976. Please try again in 19m57.504s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,,,,Stage2 rejected all candidates: scrape-fail:403 Client Error: Forbidden for url: htt; scrape-fail:403 Client Error: Forbidden for url: htt; scrape-fail:Could not extract main content (page may,True,False
AGB15512WT,1x6-12' Weathered Teak Grooved - Vintage Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),TimberTech,TIMBERTECH,AGB15512WT,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"TimberTech, Product, AGB15512WT",PRODUCT,TIMBERTECH® AGB15512WT Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199778, Requested 2978. Please try again in 19m50.592s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://buy.advantagelumber.com/products/timber-tech-advanced-pvc-decking-by-azek-porch-collection-weathered-teak,retailer,,"LLM 429 quota-exhausted: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199766, Requested 4749. Please try again in 32m30.48s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
AGB15516WT,1x6-16' Weathered Teak Grooved - Vintage Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),TimberTech,TIMBERTECH,AGB15516WT,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"TimberTech, Product, AGB15516WT",PRODUCT,TIMBERTECH® AGB15516WT Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199765, Requested 2978. Please try again in 19m44.976s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://buy.advantagelumber.com/products/timber-tech-advanced-pvc-decking-by-azek-porch-collection-weathered-teak,retailer,,"LLM 429 quota-exhausted: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199743, Requested 5490. Please try again in 37m40.656s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
AGB15520WT,1x6-20' Weathered Teak Grooved - Vintage Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),TimberTech,TIMBERTECH,AGB15520WT,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"TimberTech, Product, AGB15520WT",PRODUCT,TIMBERTECH® AGB15520WT Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199742, Requested 2978. Please try again in 19m35.04s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://buy.advantagelumber.com/products/timber-tech-advanced-pvc-decking-by-azek-porch-collection-weathered-teak,retailer,,"LLM 429 quota-exhausted: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199731, Requested 4749. Please try again in 32m15.36s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
ADB15516AW,1x6-16' American Walnut Sq Edg - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),Whirlpool Corporation,TIMBERTECH,ADB15516AW,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Whirlpool Corporation TIMBERTECH, Product, ADB15516AW",PRODUCT,TIMBERTECH® ADB15516AW Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199730, Requested 2977. Please try again in 19m29.424s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",mpn_prefix,False,https://www.timbertech.com,retailer,,"LLM 429 quota-exhausted: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199719, Requested 2393. Please try again in 15m12.384s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
ADB15520AW,1x6-20' American Walnut Sq Edg - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),Whirlpool Corporation,TIMBERTECH,ADB15520AW,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Whirlpool Corporation TIMBERTECH, Product, ADB15520AW",PRODUCT,TIMBERTECH® ADB15520AW Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199718, Requested 2977. Please try again in 19m24.24s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",mpn_prefix,False,https://device.report/timbertech/adb15520aw,retailer,,Stage2 rejected all candidates: scrape-fail:Could not extract main content (page may,True,False
ADB15516CG,1x6-16' Castle Gate Sq Edge - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),Whirlpool Corporation,TIMBERTECH,ADB15516CG,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Whirlpool Corporation TIMBERTECH, Product, ADB15516CG",PRODUCT,TIMBERTECH® ADB15516CG Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199651, Requested 2976. Please try again in 18m54.864s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",mpn_prefix,False,https://buy.advantagelumber.com/products/timber-tech-advanced-pvc-decking-by-azek-landmark-collection-castle-gate,retailer,,"LLM 429 quota-exhausted: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199639, Requested 3145. Please try again in 20m2.688s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
ADB15520CG,1x6-20' Castle Gate Sq Edge - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),Whirlpool Corporation,TIMBERTECH,ADB15520CG,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Whirlpool Corporation TIMBERTECH, Product, ADB15520CG",PRODUCT,TIMBERTECH® ADB15520CG Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199638, Requested 2976. Please try again in 18m49.248s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",mpn_prefix,False,https://buy.advantagelumber.com/products/timber-tech-advanced-pvc-decking-by-azek-landmark-collection-castle-gate,retailer,,"LLM 429 quota-exhausted: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199626, Requested 3145. Please try again in 19m57.072s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
ADB15516FW,1x6-16' French White Oak Sq Ed - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),Whirlpool Corporation,TIMBERTECH,ADB15516FW,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Whirlpool Corporation TIMBERTECH, Product, ADB15516FW",PRODUCT,TIMBERTECH® ADB15516FW Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199625, Requested 2977. Please try again in 18m44.064s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",mpn_prefix,False,https://buy.advantagelumber.com/products/timber-tech-advanced-pvc-decking-by-azek-landmark-collection-french-white-oak,retailer,,"LLM 429 quota-exhausted: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199616, Requested 2406. Please try again in 14m33.503999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
ADB15520FW,1x6-20' French White Oak Sq Ed - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),Whirlpool Corporation,TIMBERTECH,ADB15520FW,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Whirlpool Corporation TIMBERTECH, Product, ADB15520FW",PRODUCT,TIMBERTECH® ADB15520FW Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199615, Requested 2977. Please try again in 18m39.744s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",mpn_prefix,False,https://buy.advantagelumber.com/products/timbertech-azek-landmark-decking,retailer,,"LLM 429 quota-exhausted: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199600, Requested 2542. Please try again in 15m25.344s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
AGB15512AW,1x6-12' American Walnut Groove - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),TimberTech,TIMBERTECH,AGB15512AW,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"TimberTech, Product, AGB15512AW",PRODUCT,TIMBERTECH® AGB15512AW Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199600, Requested 2975. Please try again in 18m32.399999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://buy.advantagelumber.com/products/timber-tech-advanced-pvc-decking-by-azek-landmark-collection-american-walnut,retailer,,"LLM 429 quota-exhausted: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199587, Requested 2403. Please try again in 14m19.68s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
AGB15516AW,1x6-16' American Walnut Groove - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),TimberTech,TIMBERTECH,AGB15516AW,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"TimberTech, Product, AGB15516AW",PRODUCT,TIMBERTECH® AGB15516AW Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199586, Requested 2975. Please try again in 18m26.352s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://buy.advantagelumber.com/products/timber-tech-advanced-pvc-decking-by-azek-landmark-collection-american-walnut,retailer,,"LLM 429 quota-exhausted: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199577, Requested 3144. Please try again in 19m35.472s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
AGB15520AW,1x6-20' American Walnut Groove - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),TimberTech,TIMBERTECH,AGB15520AW,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"TimberTech, Product, AGB15520AW",PRODUCT,TIMBERTECH® AGB15520AW Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199576, Requested 2975. Please try again in 18m22.032s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://www.homehardware.ca/en/landmark-american-walnut-grooved-edge-deck-board-5-12-x-20/p/2806874,retailer,,"LLM 429 quota-exhausted: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199564, Requested 2958. Please try again in 18m9.503999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
AGB15512CG,1x6-12' Castle Gate Grooved - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),TimberTech,TIMBERTECH,AGB15512CG,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"TimberTech, Product, AGB15512CG",PRODUCT,TIMBERTECH® AGB15512CG Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199563, Requested 2976. Please try again in 18m16.848s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://www.homehardware.ca/en/landmark-castle-gate-grooved-edge-deck-board-5-12-x-12/p/2806866,retailer,,"LLM 429 quota-exhausted: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199551, Requested 2258. Please try again in 13m1.488s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
AGB15516CG,1x6-16' Castle Gate Grooved - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),TimberTech,TIMBERTECH,AGB15516CG,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"TimberTech, Product, AGB15516CG",PRODUCT,TIMBERTECH® AGB15516CG Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199551, Requested 2976. Please try again in 18m11.664s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://buy.advantagelumber.com/products/timber-tech-advanced-pvc-decking-by-azek-landmark-collection-castle-gate,retailer,,"LLM 429 quota-exhausted: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199539, Requested 3145. Please try again in 19m19.488s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
AGB15520CG,1x6-20' Castle Gate Grooved - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),TimberTech,TIMBERTECH,AGB15520CG,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"TimberTech, Product, AGB15520CG",PRODUCT,TIMBERTECH® AGB15520CG Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199538, Requested 2976. Please try again in 18m6.048s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://buy.advantagelumber.com/products/timber-tech-advanced-pvc-decking-by-azek-landmark-collection-castle-gate,retailer,,"LLM 429 quota-exhausted: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199524, Requested 2404. Please try again in 13m52.896s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
AGB15512FW,1x6-12' French White Oak Groov - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),TimberTech,TIMBERTECH,AGB15512FW,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"TimberTech, Product, AGB15512FW",PRODUCT,TIMBERTECH® AGB15512FW Product,TIMBERTECH® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199524, Requested 2977. Please try again in 18m0.432s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://buy.advantagelumber.com/products/timber-tech-advanced-pvc-decking-by-azek-landmark-collection-french-white-oak,retailer,,"LLM 429 quota-exhausted: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0ewgxt4emftaqfh70b9j5k2` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199512, Requested 3147. Please try again in 19m8.687999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
