Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,Dept,Class,Fine,Classpath,Product Name,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,ATTRIBUTE_LABEL_1,ATTRIBUTE_LABEL_2,ATTRIBUTE_LABEL_3,ATTRIBUTE_LABEL_4,ATTRIBUTE_LABEL_5,ATTRIBUTE_LABEL_6,ATTRIBUTE_LABEL_7,ATTRIBUTE_LABEL_8,ATTRIBUTE_LABEL_9,ATTRIBUTE_LABEL_10,ATTRIBUTE_VALUE_1,ATTRIBUTE_VALUE_2,ATTRIBUTE_VALUE_3,ATTRIBUTE_VALUE_4,ATTRIBUTE_VALUE_5,ATTRIBUTE_VALUE_6,ATTRIBUTE_VALUE_7,ATTRIBUTE_VALUE_8,ATTRIBUTE_VALUE_9,ATTRIBUTE_VALUE_10,ATTRIBUTE_UOM_1,ATTRIBUTE_UOM_2,ATTRIBUTE_UOM_3,ATTRIBUTE_UOM_4,ATTRIBUTE_UOM_5,ATTRIBUTE_UOM_6,ATTRIBUTE_UOM_7,ATTRIBUTE_UOM_8,ATTRIBUTE_UOM_9,ATTRIBUTE_UOM_10,_classification_confidence,_classification_method,_brand_resolution_method,_enriched,_enrichment_source,_invoice_desc_ok,_mobile_desc_ok
1513577,1x8-12' Doug Fir STK Smooth 1S2E,COMMODITY - UNBRANDED,-- No Unilog Brand --,-- No DIB Brand --,Westwood Lumber Sales (WESLU),Westwood Lumber Sales,,1513577,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Westwood Lumber Sales, Product, 1513577",PRODUCT,1513577 Product,Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99539, Requested 1066. Please try again in 8m42.72s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",unknown,False,,True,False
1513578,1x8-16' Doug Fir STK Smooth 1S2E,COMMODITY - UNBRANDED,-- No Unilog Brand --,-- No DIB Brand --,Westwood Lumber Sales (WESLU),Westwood Lumber Sales,,1513578,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Westwood Lumber Sales, Product, 1513578",PRODUCT,1513578 Product,Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99520, Requested 1066. Please try again in 8m26.304s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",unknown,False,,True,False
1513579,1x12-12 'Doug Fir STK Smooth 1S2E,COMMODITY - UNBRANDED,-- No Unilog Brand --,-- No DIB Brand --,Westwood Lumber Sales (WESLU),Westwood Lumber Sales,,1513579,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Westwood Lumber Sales, Product, 1513579",PRODUCT,1513579 Product,Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99500, Requested 1066. Please try again in 8m9.024s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",unknown,False,,True,False
1513580,1x12-16' Doug Fir STK Smooth 1S2E,COMMODITY - UNBRANDED,-- No Unilog Brand --,-- No DIB Brand --,Westwood Lumber Sales (WESLU),Westwood Lumber Sales,,1513580,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Westwood Lumber Sales, Product, 1513580",PRODUCT,1513580 Product,Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99481, Requested 1066. Please try again in 7m52.608s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",unknown,False,,True,False
1501767,"3/4"" 4x8T&G Huber Blue PlusOSB - Sub Floor",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,-,,1501767,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"-, Product, 1501767",PRODUCT,1501767 Product,Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99462, Requested 1070. Please try again in 7m39.648s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",unknown,False,,True,False
PP-8BL,8' Premier Rib XL Black,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Premier Metals (PREME),Premier Metals,,PP-8BL,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Premier Metals, Product, PP-8BL",PRODUCT,PP-8BL Product,Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99442, Requested 1056. Please try again in 7m10.272s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",unknown,False,,True,False
PP-10BL,10' Premier Rib XL Black,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Premier Metals (PREME),Premier Metals,,PP-10BL,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Premier Metals, Product, PP-10BL",PRODUCT,PP-10BL Product,Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99423, Requested 1056. Please try again in 6m53.856s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",unknown,False,,True,False
PP-12BL,12' Premier Rib XL Black,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Premier Metals (PREME),Premier Metals,,PP-12BL,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Premier Metals, Product, PP-12BL",PRODUCT,PP-12BL Product,Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99404, Requested 1056. Please try again in 6m37.44s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",unknown,False,,True,False
PP-8CH,8' Premier Rib XL Charcoal,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Premier Metals (PREME),Premier Metals,,PP-8CH,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Premier Metals, Product, PP-8CH",PRODUCT,PP-8CH Product,Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99385, Requested 1057. Please try again in 6m21.888s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",unknown,False,,True,False
PP-10CH,10' Premier Rib XL Charcoal,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Premier Metals (PREME),Premier Metals,,PP-10CH,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Premier Metals, Product, PP-10CH",PRODUCT,PP-10CH Product,Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99365, Requested 1057. Please try again in 6m4.608s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",unknown,False,,True,False
PP-12CH,12' Premier Rib XL Charcoal,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Premier Metals (PREME),Premier Metals,,PP-12CH,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Premier Metals, Product, PP-12CH",PRODUCT,PP-12CH Product,Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99346, Requested 1057. Please try again in 5m48.191999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",unknown,False,,True,False
PP-8WH,8' Premier Rib XL White,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Premier Metals (PREME),Premier Metals,,PP-8WH,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Premier Metals, Product, PP-8WH",PRODUCT,PP-8WH Product,Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99327, Requested 1056. Please try again in 5m30.912s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",unknown,False,,True,False
PP-10WH,10' Premier Rib XL White,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Premier Metals (PREME),Premier Metals,,PP-10WH,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Premier Metals, Product, PP-10WH",PRODUCT,PP-10WH Product,Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99308, Requested 1056. Please try again in 5m14.496s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",unknown,False,,True,False
1504345,OC Duration TruDef Wburg Gray (BDL),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Palmer Donavin Mfg Company (PALDO),Palmer Donavin Mfg Company,,1504345,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Palmer Donavin Mfg Company, Product, 1504345",PRODUCT,1504345 Product,Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99288, Requested 1060. Please try again in 5m0.672s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",unknown,False,,True,False
2733,3'x65' Henry Eaveguard - Ice Guard,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Palmer Donavin Mfg Company (PALDO),Palmer Donavin Mfg Company,,2733,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Palmer Donavin Mfg Company, Product, 2733",PRODUCT,2733 Product,Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99269, Requested 1061. Please try again in 4m45.12s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",unknown,False,,True,False
7547,Ice Guard OC Weathr Lk Mat 2sq,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,-,,7547,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"-, Product, 7547",PRODUCT,7547 Product,Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99249, Requested 1060. Please try again in 4m26.976s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",unknown,False,,True,False
8912220,"7-1/4""x12' Hardie Sdg Smooth - Primed HardiePlank",JAMESHARDIE,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Products,JAMESHARDIE,8912220,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Boise Cascade Building Products JAMESHARDIE, Product, 8912220",PRODUCT,JAMESHARDIE® 8912220 Product,JAMESHARDIE® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99230, Requested 1070. Please try again in 4m19.2s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",direct_lookup,False,,True,True
8904015,4'x10' HardiePanel Smooth - Primed,JAMESHARDIE,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Products,JAMESHARDIE,8904015,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Boise Cascade Building Products JAMESHARDIE, Product, 8904015",PRODUCT,JAMESHARDIE® 8904015 Product,JAMESHARDIE® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99211, Requested 1062. Please try again in 3m55.872s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",direct_lookup,False,,True,True
25796,"6""x16' Smart Lap Sdg Cedar",LP SMARTSIDE,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"U.S. LBM Holdings, LLC",LP SMARTSIDE,25796,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"U.S. LBM Holdings, LLC LP SMARTSIDE, Product, 25796",PRODUCT,LP SMARTSIDE® 25796 Product,LP SMARTSIDE® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99191, Requested 1058. Please try again in 3m35.136s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",direct_lookup,False,,True,False
40503,"3/8"" 16""x16' Smart Pan Cedar - No-Groove Sq Edge B&B",LP SMARTSIDE,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"U.S. LBM Holdings, LLC",LP SMARTSIDE,40503,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"U.S. LBM Holdings, LLC LP SMARTSIDE, Product, 40503",PRODUCT,LP SMARTSIDE® 40503 Product,LP SMARTSIDE® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99172, Requested 1070. Please try again in 3m29.088s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",direct_lookup,False,,True,False
25825,"3/8"" 4x10 Smart Pan Cedar - No-Groove w/Shiplap Edges",LP SMARTSIDE,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"U.S. LBM Holdings, LLC",LP SMARTSIDE,25825,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"U.S. LBM Holdings, LLC LP SMARTSIDE, Product, 25825",PRODUCT,LP SMARTSIDE® 25825 Product,LP SMARTSIDE® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99153, Requested 1071. Please try again in 3m13.535999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",direct_lookup,False,,True,False
25822,"3/8"" 12""x16' Smart Vented Soff - Cedar Soffit",LP SMARTSIDE,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"U.S. LBM Holdings, LLC",LP SMARTSIDE,25822,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"U.S. LBM Holdings, LLC LP SMARTSIDE, Product, 25822",PRODUCT,LP SMARTSIDE® 25822 Product,LP SMARTSIDE® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,error:Connection error.,direct_lookup,False,,True,False
543650101,Black Alum ADA Wall Mount Trex,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Products,TREX,543650101,Building Materials,Trim & Molding,PVC Trim,Building Materials>Trim & Molding>PVC Trim,Pvc Trim,"Boise Cascade Building Products TREX, Pvc Trim, 543650101",PVC TRIM,TREX® 543650101 Pvc Trim,TREX® Pvc Trim,Pvc Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,llm,direct_lookup,False,,True,False
543650010,Black Alum ADA Int End Cap - Trex,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Products,TREX,543650010,Building Materials,Decking & Railing,Decking,Building Materials>Decking & Railing>Decking,End Cap,"Boise Cascade Building Products TREX, End Cap, 543650010",END CAP,TREX® 543650010 End Cap,TREX® End Cap,End Cap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,llm,direct_lookup,False,,True,False
543650048,8' Black Alum ADA Rail Trex,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Products,TREX,543650048,Building Materials,Decking & Railing,Railing,Building Materials>Decking & Railing>Railing,Railing,"Boise Cascade Building Products TREX, Railing, 543650048",RAILING,TREX® 543650048 Railing,TREX® Railing,Railing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,llm,direct_lookup,False,,True,False
1506969,"1-1/2"" 4x8 Huber Zip R6.6 - Insulated R-Sheathing",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,-,,1506969,Building Materials,Siding & Exterior,Siding,Building Materials>Siding & Exterior>Siding,Insulated Sheathing,"-, Insulated Sheathing, 1506969",INSULATED SHEATHING,1506969 Insulated Sheathing,Insulated Sheathing,Insulated Sheathing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,llm,unknown,False,,True,False
1514681,"1"" 4x8 Huber Zip R3.6 - Insulated R-Sheathing",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,-,,1514681,Building Materials,Siding & Exterior,Siding,Building Materials>Siding & Exterior>Siding,Insulated R-Sheathing,"-, Insulated R-Sheathing, 1514681",INSULATED R-SHEATHING,1514681 Insulated R-Sheathing,Insulated R-Sheathing,Insulated R-Sheathing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,llm,unknown,False,,True,False
1514726,"2"" 4x8 Huber Zip R9.6 - Insulated R-Sheathing",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,-,,1514726,Building Materials,Siding & Exterior,Siding,Building Materials>Siding & Exterior>Siding,Insulated Sheathing,"-, Insulated Sheathing, 1514726",INSULATED SHEATHING,1514726 Insulated Sheathing,Insulated Sheathing,Insulated Sheathing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,llm,unknown,False,,True,False
1728ABL,2x2 Black Fine Fissured 1728BL,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Palmer Donavin Mfg Company (PALDO),Palmer Donavin Mfg Company,,1728ABL,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Palmer Donavin Mfg Company, Product, 1728ABL",PRODUCT,1728ABL Product,Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99449, Requested 894. Please try again in 4m56.352s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",unknown,False,,True,False
402-R,402R 12V12AH 8D Battery,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,MillerTech Energy Solutions (MILTE),Millertech Energy Solutions,,402-R,Tools,Power Tools & Accessories,Batteries & Chargers,Tools>Power Tools & Accessories>Batteries & Chargers,Battery,"Millertech Energy Solutions, Battery, 402-R",BATT,402-R Battery,Battery,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,unknown,False,,True,False
SL1672,SL1672 Jumpstart & Pwr Supply,-- Unbranded --,-- No Unilog Brand --,Schumacher,-,-,Schumacher,SL1672,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"- Schumacher, Product, SL1672",PRODUCT,Schumacher® SL1672 Product,Schumacher® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99411, Requested 889. Please try again in 4m19.2s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",unknown,False,,True,False
BM-DW20-YLW-6,BM-DW20-YLW-6 Dewalt - Battery Mounts 6pk,-- Unbranded --,-- No Unilog Brand --,StealthMounts,Metalmark Industrial Inc (METIN),Metalmark Industrial Inc,StealthMounts,BM-DW20-YLW-6,Tools,Power Tools & Accessories,Batteries & Chargers,Tools>Power Tools & Accessories>Batteries & Chargers,Battery,"Metalmark Industrial Inc StealthMounts, Battery, BM-DW20-YLW-6",BATT,StealthMounts® BM-DW20-YLW-6 Battery,StealthMounts® Battery,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,unknown,False,,True,True
BHA1-UPC,16-24 Adjust Hanger,-- Unbranded --,-- No Unilog Brand --,Southwire,Southwire/g Turner (6603),"Southwire Company, LLC",Southwire,BHA1-UPC,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Southwire Company, LLC, Product, BHA1-UPC",PRODUCT,Southwire® BHA1-UPC Product,Southwire® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99371, Requested 888. Please try again in 3m43.775999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",direct_lookup,False,,True,False
G1941-UPC,"G1941UPC 4"" Sq Cover Sw/Outlet",-- Unbranded --,-- No Unilog Brand --,Southwire,Southwire/g Turner (6603),"Southwire Company, LLC",Southwire,G1941-UPC,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Southwire Company, LLC, Product, G1941-UPC",PRODUCT,Southwire® G1941-UPC Product,Southwire® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99351, Requested 894. Please try again in 3m31.68s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",direct_lookup,False,,True,False
G1950-UPC,4x4 2G GFI Box Cover,-- Unbranded --,-- No Unilog Brand --,Southwire,Southwire/g Turner (6603),"Southwire Company, LLC",Southwire,G1950-UPC,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Southwire Company, LLC, Product, G1950-UPC",PRODUCT,Southwire® G1950-UPC Product,Southwire® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99331, Requested 892. Please try again in 3m12.672s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",direct_lookup,False,,True,False
